 frequency       inoise_spectrum onoise_spectrum
 5.70292370e+06  8.49724666e-08  1.25557199e-08 
 6.03236769e+06  8.56738103e-08  1.16870472e-08 
 6.38084285e+06  8.64639243e-08  1.08689913e-08 
 6.74944857e+06  8.73502539e-08  1.00993980e-08 
 7.13934775e+06  8.83406948e-08  9.37624379e-09 
 7.55177045e+06  8.94435588e-08  8.69760930e-09 
 7.98801781e+06  9.06675274e-08  8.06165572e-09 
 8.44946611e+06  9.20215898e-08  7.46660256e-09 
 8.93757115e+06  9.35149672e-08  6.91070868e-09 
 9.45387283e+06  9.51570223e-08  6.39225679e-09 
 1.00000000e+07  9.69571564e-08  5.90954185e-09 
 1.05776756e+07  9.89246942e-08  5.46086346e-09 
 1.11887221e+07  1.01068760e-07  5.04452231e-09 
 1.18350673e+07  1.03398149e-07  4.65882023e-09 
 1.25187503e+07  1.05921192e-07  4.30206347e-09 
 1.32419279e+07  1.08645623e-07  3.97256850e-09 
 1.40068818e+07  1.11578446e-07  3.66866968e-09 
 1.48160252e+07  1.14725805e-07  3.38872795e-09 
 1.56719108e+07  1.18092859e-07  3.13113993e-09 
 1.65772389e+07  1.21683655e-07  2.89434682e-09 
 1.75348655e+07  1.25501002e-07  2.67684259e-09 
 1.85478119e+07  1.29546348e-07  2.47718119e-09 
 1.96192737e+07  1.33819644e-07  2.29398237e-09 
 2.07526313e+07  1.38319214e-07  2.12593632e-09 
 2.19514602e+07  1.43041607e-07  1.97180683e-09 
 2.32195425e+07  1.47981463e-07  1.83043316e-09 
 2.45608788e+07  1.53131361e-07  1.70073075e-09 
 2.59797009e+07  1.58481697e-07  1.58169085e-09 
 2.74804848e+07  1.64020572e-07  1.47237922e-09 
 2.90679654e+07  1.69733708e-07  1.37193408e-09 
 3.07471508e+07  1.75604420e-07  1.27956343e-09 
 3.25233387e+07  1.81613635e-07  1.19454186e-09 
 3.44021326e+07  1.87739990e-07  1.11620703e-09 
 3.63894599e+07  1.93960004e-07  1.04395588e-09 
 3.84915902e+07  2.00248336e-07  9.77240699e-10 
 4.07151555e+07  2.06578136e-07  9.15565112e-10 
 4.30671707e+07  2.12921466e-07  8.58480121e-10 
 4.55550561e+07  2.19249809e-07  8.05580191e-10 
 4.81866605e+07  2.25534614e-07  7.56499478e-10 
 5.09702863e+07  2.31747895e-07  7.10908228e-10 
 5.39147154e+07  2.37862820e-07  6.68509367e-10 
 5.70292370e+07  2.43854294e-07  6.29035320e-10 
 6.03236769e+07  2.49699494e-07  5.92245049e-10 
 6.38084285e+07  2.55378325e-07  5.57921331e-10 
 6.74944857e+07  2.60873804e-07  5.25868266e-10 
 7.13934775e+07  2.66172328e-07  4.95909017e-10 
 7.55177045e+07  2.71263835e-07  4.67883760e-10 
 7.98801781e+07  2.76141860e-07  4.41647849e-10 
 8.44946611e+07  2.80803486e-07  4.17070165e-10 
 8.93757115e+07  2.85249201e-07  3.94031647e-10 
 9.45387283e+07  2.89482686e-07  3.72423988e-10 
 1.00000000e+08  2.93510547e-07  3.52148470e-10 
